banda,Popularity,nome,tempo,Energy,Liveness,userId,Acousticness,instrumentalness,Valence,idMusica,Id,Danceability
Lana Del Rey,51.0,Black Beauty,116.144,0.523,0.0942,2455041724720870,0.281,0.00891,0.12,1NAkjMi6MINo28Qaip4qe0,,0.319
Banda Torpedo,24.0,Cai Fora,124.938,0.751,0.345,2455041724720870,0.48,0.0,0.777,5GrhWTPsuJ22u0GnMTQYak,,0.651
Lana Del Rey,54.0,Religion,135.879,0.451,0.0965,2455041724720870,0.805,0.0562,0.168,6ueJrabgEyhW09M4zmgxcj,,0.437
The Weeknd,49.0,Coming Down,120.997,0.615,0.162,2455041724720870,0.494,0.00013,0.258,4CJZDzrcwsxnov6pINMiTa,,0.669
Lana Del Rey,60.0,Heroin,118.46,0.415,0.109,2455041724720870,0.55,0.00681,0.102,3qo4XAu1OGB3LaGRYgtbIS,,0.358
Lana Del Rey,57.0,Art Deco,148.332,0.467,0.111,2455041724720870,0.529,0.227,0.0599,0ybFHzKyTWzN1PTfM7oVTB,,0.334
Banda Torpedo,25.0,Me Deixa,134.97,0.758,0.553,2455041724720870,0.496,0.0,0.91,71NNVmRJFyfPzxLLhlVeWp,,0.699
Lana Del Rey,52.0,Terrence Loves You,107.275,0.245,0.0976,2455041724720870,0.976,0.00981,0.0806,6HDGEvDhJ5eXAlRafdC650,,0.314
Lana Del Rey,62.0,Groupie Love (feat. A$AP Rocky),175.944,0.594,0.11,2455041724720870,0.111,0.0,0.163,3tWa5qmAJ2OsHV6KxNZBxc,,0.347
Banda Torpedo,21.0,Dramática,129.939,0.613,0.291,2455041724720870,0.239,0.0,0.683,2NCkNPA6FhvipbLcoeBWsy,,0.585
iamamiwhoami,39.0,Goods,120.133,0.705,0.658,2455041724720870,4e-05,0.472,0.641,5Tkwk6i9q6NzfJ2rEx9Erf,,0.62
iamamiwhoami,29.0,the deadlock - Live,159.753,0.426,0.087,2455041724720870,0.506,0.127,0.0394,70b7oY46QhN9jKI45bemdQ,,0.371
Lana Del Rey,54.0,Cola,109.817,0.668,0.34,2455041724720870,0.08,2e-05,0.123,3I5azi0831uNpYQsfYsW7G,,0.374
Lana Del Rey,56.0,Shades Of Cool,138.025,0.471,0.242,2455041724720870,0.565,0.0194,0.0899,7tRz2qqm4l0eZBq0Kq5TJY,,0.259
Calcinha Preta,24.0,Cada Paixão uma Novela,104.982,0.907,0.188,2455041724720870,0.064,0.0,0.494,1wzCK6hUtOV3gnN9mydFbD,,0.571
Lana Del Rey,49.0,Don't Let Me Be Misunderstood,85.549,0.362,0.108,2455041724720870,0.33,0.0,0.051,2jxyNzoKBFj5srGtPh1bmQ,,0.259
Ludmilla,59.0,Bom,102.985,0.904,0.0485,2455041724720870,0.467,0.0,0.898,25SL3ZSbEGtu4oU14xllMQ,,0.815
ionnalee,44.0,NOT HUMAN,118.963,0.593,0.378,2455041724720870,0.0123,1e-05,0.442,4rAFY2TKHpGNMIkyOtMxR9,,0.652
Calcinha Preta,27.0,Adão e Eva,169.802,0.876,0.242,2455041724720870,0.302,0.0,0.502,0ofEvBQaoBGhQnPTVHesaW,,0.47
Lana Del Rey,72.0,Love,98.87,0.377,0.111,2455041724720870,0.492,0.00314,0.278,4xyNG8vZR3g8FnphVkbjRo,,0.325
Lana Del Rey,53.0,Million Dollar Man,66.767,0.617,0.083,2455041724720870,0.416,0.0,0.514,7LQKuOaqJrNgVIGLFnfvdn,,0.319
Lana Del Rey,58.0,Freak,92.071,0.434,0.326,2455041724720870,0.214,0.00127,0.106,2sjqD4Tm2qWwjWVYtHyhFA,,0.274
Lana Del Rey,63.0,High By The Beach,131.979,0.492,0.119,2455041724720870,0.266,0.00432,0.0952,35WhawODuOs0kaHxwmPA9D,,0.518
Lana Del Rey,61.0,Coachella - Woodstock In My Mind,129.873,0.654,0.0661,2455041724720870,0.196,2e-05,0.418,3d90ERLBxR3o44o4r9hWTl,,0.547
Lana Del Rey,56.0,Salvatore,119.61,0.307,0.12,2455041724720870,0.664,0.00283,0.133,2DV8BK6vFKXXT104cTxmIO,,0.381
Marina and the Diamonds,59.0,Lies,124.06,0.671,0.171,2455041724720870,0.0154,0.0,0.278,64f5bf2jyAkrsucnG9FXot,,0.561
Warpaint,49.0,Disco//very,97.144,0.763,0.167,2455041724720870,0.00492,0.0483,0.644,37Oojxm0tKyUFiyfn52LHU,,0.644
Banda Torpedo,21.0,Amiga Falsa,144.963,0.819,0.141,2455041724720870,0.298,0.0,0.555,09enAFiEQZtcDN2UKucwHp,,0.586
Tove Lo,63.0,shedontknowbutsheknows,112.974,0.765,0.28,2455041724720870,0.299,0.0,0.431,2SIggE0amXqMFjSFeZvamI,,0.677
Lana Del Rey,48.0,Burnt Norton - Interlude,127.557,0.297,0.133,2455041724720870,0.923,0.827,0.535,4QqpOQ6bm7ugMkFPasGB2v,,0.279
Lana Del Rey,49.0,Bel Air,124.511,0.444,0.905,2455041724720870,0.857,0.0263,0.252,7E8A5k5VOhPmt6pGPDJhxQ,,0.309
Lia Clark,45.0,Boquetáxi,130.086,0.779,0.142,2455041724720870,0.256,9e-05,0.764,3RXnudCJ1Fjz5GtKbihXdY,,0.747
Linn da Quebrada,38.0,Coytada,129.979,0.988,0.936,2455041724720870,0.0153,0.00507,0.564,29h4aQKHhUCfBl0IINatrR,,0.666
Migos,82.0,MotorSport,138.022,0.525,0.148,2455041724720870,0.0508,0.0,0.141,22Je85Q7fw8oVDRIHiv4z3,,0.906
Banda Torpedo,20.0,Pensando em Ficar Só,142.051,0.709,0.787,2455041724720870,0.415,6e-05,0.68,7juMf2eie28ElZAQwrEEWg,,0.588
Lana Del Rey,51.0,Cruel World,122.563,0.514,0.123,2455041724720870,0.287,0.0,0.184,4Uokjs3TV3EOOD5UnQ6GUu,,0.328
Lana Del Rey,55.0,Gods & Monsters,189.822,0.756,0.366,2455041724720870,0.00218,0.0,0.302,4uhSo9cVBVpdDCNxf4MBaP,,0.355
Lana Del Rey,52.0,Pretty When You Cry,109.446,0.549,0.36,2455041724720870,0.384,0.0,0.178,69xuw3onPBPPxQhfPos66Q,,0.509
Desejo De Menina,35.0,Nós Dois,80.016,0.908,0.121,2455041724720870,0.699,0.0,0.961,6g4kHErY2XFP686oF1D9qK,,0.604
Mariah Carey,47.0,#Beautiful,107.03,0.756,0.327,2455041724720870,0.317,0.0,0.448,1ahAuX3F6tDdNRfMdiLsv6,,0.686
Marina and the Diamonds,47.0,Power & Control,120.026,0.9,0.114,2455041724720870,0.00807,0.00128,0.479,2IPMpbBwyCm2V6azTZgAKj,,0.529
ionnalee,46.0,GONE,90.545,0.691,0.043,2455041724720870,0.00074,0.0156,0.163,6KsGOvwziaAwZRruWbXGOF,,0.497
Banda Torpedo,23.0,Castigo,129.931,0.583,0.248,2455041724720870,0.622,0.0,0.831,14hpeiotwBPM5LcVSOD4Kj,,0.719
Lana Del Rey,55.0,Honeymoon,86.331,0.274,0.111,2455041724720870,0.949,0.00358,0.154,2swkCYRdMnyeztxUOGUYGS,,0.19
Lana Del Rey,61.0,Dark Paradise,119.933,0.66,0.11,2455041724720870,0.113,0.0,0.403,6qqdFWe7C4LsBjWbXQdsHA,,0.595
Ariana Grande,41.0,Tattooed Heart,73.183,0.52,0.118,2455041724720870,0.389,0.0,0.274,2xSizkQiylsPxOGLHQN4uH,,0.352
Marina and the Diamonds,53.0,I'm A Ruin,110.148,0.724,0.413,2455041724720870,0.048,0.00026,0.381,1GCljGxAPoOyPW0Q7xbiny,,0.345
iamamiwhoami,18.0,goods - Live,120.098,0.443,0.381,2455041724720870,0.0269,0.00028,0.606,32F4C2W5mqasJoWp6N8gPY,,0.6
Lana Del Rey,56.0,Radio,74.951,0.84,0.102,2455041724720870,0.21,1e-05,0.232,3taCbWWTilb7eNMsAzOBq4,,0.377
Lana Del Rey,68.0,Video Games,132.206,0.276,0.0833,2455041724720870,0.841,0.0,0.161,0fBSs3fRoh1yJcne77fdu9,,0.329
Lana Del Rey,57.0,Off To The Races,160.116,0.705,0.32,2455041724720870,0.0904,0.00158,0.114,3uUCgL0cbSd0isnqhHCm1f,,0.394
Banda Torpedo,20.0,Fica Comigo,125.969,0.668,0.322,2455041724720870,0.415,0.0,0.623,4IslnGbIfHEKRshKIM8SxD,,0.726
Banda Torpedo,37.0,Diz na Minha Cara,129.831,0.646,0.306,2455041724720870,0.619,0.0,0.706,7qVJ272zH3kCCJy0WCp5hT,,0.691
Oscar and the Wolf,56.0,Runaway,109.994,0.714,0.115,2455041724720870,0.0119,0.00426,0.308,1e817MPGhdAlN7hyXgWoA5,,0.618
Lana Del Rey,64.0,Blue Jeans,117.945,0.833,0.0819,2455041724720870,0.476,0.0,0.53,4RyK6N4IQ85xxLgguQAFH5,,0.552
Glee Cast,54.0,Don't Rain On My Parade (Glee Cast Version),79.666,0.691,0.0918,2455041724720870,0.598,0.0,0.597,7emV91bLzV662TpX9Tmxnr,,0.483
Madonna,36.0,Fever,115.94,0.727,0.0923,2455041724720870,0.0663,0.0196,0.549,3UPOaZ64ov0tKaidsTTlc0,,0.778
Lana Del Rey,48.0,The Other Woman,107.884,0.477,0.341,2455041724720870,0.816,0.0708,0.176,3t5uUGtOmsItGUfUqaZ7CP,,0.253
Marina and the Diamonds,55.0,Froot,120.019,0.812,0.102,2455041724720870,0.263,1e-05,0.726,5UBeEw8u5VurDhPo1klAPY,,0.614
Calcinha Preta,45.0,Mágica,159.949,0.801,0.467,2455041724720870,0.33,0.0,0.431,0SvtBdkNRlErX8sPrFgWPW,,0.398
Glee Cast,52.0,Bust Your Windows (Glee Cast Version),110.033,0.775,0.0821,2455041724720870,0.605,0.0,0.732,3ubGHUhPi5x7RSHqWXseq8,,0.41
The Weeknd,70.0,Often,133.995,0.612,0.127,2455041724720870,0.229,0.0,0.0812,5SqSckut3FcoQKmGkMWgp1,,0.571
Lana Del Rey,56.0,Old Money,109.978,0.172,0.134,2455041724720870,0.889,1e-05,0.185,5jbYpsQ90SOPOkORyG4a4F,,0.314
Warpaint,52.0,New Song,119.951,0.895,0.12,2455041724720870,0.0251,0.102,0.578,6UmlQxijOG2OiI1V3GIrEg,,0.585
Warpaint,55.0,So Good,109.003,0.869,0.099,2455041724720870,0.00742,0.856,0.96,70XKWDST8FU1bbFvVc1a0U,,0.657
Calcinha Preta,39.0,Baby Doll,168.098,0.948,0.363,2455041724720870,0.363,0.0,0.868,1YyLq1gnOqDkDzgQxX1zQq,,0.472
Lana Del Rey,47.0,Guns And Roses,108.998,0.671,0.123,2455041724720870,0.323,0.00531,0.289,1wg9WNG3euGx7trpOGyfqP,,0.532
Marina and the Diamonds,51.0,Starring Role,143.992,0.8,0.0704,2455041724720870,0.122,0.0,0.41,3sa2RpulxdORgxf1zdfGJ3,,0.529
Calcinha Preta,34.0,"Dois Amores, Duas Paixões",166.065,0.74,0.51,2455041724720870,0.229,0.0,0.462,5P8INbk864e7LllQ1HxgSn,,0.499
Ariana Grande,61.0,Leave Me Lonely,90.569,0.45,0.344,2455041724720870,0.611,2e-05,0.4,6i8NvW5I6hISfSc2g4T98S,,0.498
Warpaint,41.0,Above Control,132.006,0.594,0.105,2455041724720870,0.196,0.913,0.534,1A00dUMyMkDHPFeowWbEGG,,0.618
The Weeknd,61.0,Prisoner,134.831,0.407,0.202,2455041724720870,0.401,0.00011,0.327,2PUQu6RlN3DDJOoJ26JW8u,,0.543
Banda Torpedo,21.0,Me Ensina a Te Esquecer,135.004,0.683,0.413,2455041724720870,0.219,0.0,0.643,3Vw6XaO28NnDKERGYrwr5F,,0.561
Nicky Jam,78.0,El Perdón,179.911,0.69,0.112,1626551127391406,0.446,0.0,0.662,7qCAVkHWZkF44OzOUKf8Cr,,0.628
Linn da Quebrada,27.0,A Lenda - Ao Vivo,128.503,0.492,0.0622,1626551127391406,0.394,0.0,0.822,6EeSBvBSvtM7taOx3w42IQ,,0.895
Nina Simone,61.0,I Put A Spell On You,88.897,0.398,0.172,1626551127391406,0.755,0.00053,0.364,0C5ex13H3zRMsqSROZu78W,,0.42
Saulo Javan,45.0,Seu Lugar,118.009,0.604,0.26,1626551127391406,0.725,0.0,0.717,6T64cBx6OdunZmWqMZFSPr,,0.698
Any Gabrielly,40.0,Teu Nome eu Sei,62.399,0.108,0.109,1626551127391406,0.926,0.00204,0.105,7KtJ0irpRBvCo120daRCNK,,0.286
Any Gabrielly,53.0,Saber Quem Sou,84.259,0.28,0.0924,1626551127391406,0.595,0.0,0.0721,7cTFgZbTV3s8Wk7e0MpXnV,,0.484
CNCO,60.0,Reggaetón Lento (Bailemos),93.974,0.838,0.176,1626551127391406,0.4,0.0,0.71,7czN4M4Ji8CnVXNdpMqYwK,,0.761
Ariana Grande,80.0,Side To Side,159.145,0.738,0.292,1626551127391406,0.0408,0.0,0.603,4pLwZjInHj3SimIyN9SnOz,,0.648
Linn da Quebrada,27.0,Submissa do 7° Dia - Ao Vivo,111.399,0.447,0.212,1626551127391406,0.665,0.0,0.357,4kOkSnyDl1CYwZUDbbGeEJ,,0.796
Saulo Vasconcellos,49.0,De nada,135.14,0.661,0.0412,1626551127391406,0.333,0.0,0.552,7rdO7QQlYesTk9SGkMeTYu,,0.856
Jade Baraldo,56.0,Brasa,111.913,0.312,0.167,1626551127391406,0.211,0.00013,0.182,1gJFn507Rrd9MmngICj02L,,0.796
As Baphônicas,35.0,Close Baby,129.999,0.796,0.0475,1626551127391406,0.172,0.0,0.894,5u6S4S4v3YHFGoeszOUVA2,,0.832
Nina Simone,70.0,Feeling Good,79.206,0.326,0.191,1626551127391406,0.864,0.0,0.546,61S0mEfdRtJ62Fc7fPqx0U,,0.399
gnash,82.0,"i hate u, i love u (feat. olivia o'brien)",92.6,0.275,0.101,1626551127391406,0.687,0.0,0.18,7vRriwrloYVaoAe3a9wJHe,,0.492
Selena Gomez & The Scene,60.0,Who Says,101.026,0.929,0.146,1626551127391406,0.055,0.0,0.771,3fWmoF40O24wxaJVhW79AK,,0.677
Marina and the Diamonds,60.0,How To Be A Heartbreaker,140.05,0.897,0.108,1626551127391406,0.0142,0.0,0.849,0AfYeE3bfJRcq9J2hUJXmM,,0.69
Linn da Quebrada,25.0,Talento - Ao Vivo,129.935,0.695,0.533,1626551127391406,0.257,0.0,0.791,2yKYq0YcESs8x4bpyTLBOw,,0.696
Roberto Garcia,45.0,Brilhe,146.075,0.566,0.109,1626551127391406,0.425,0.0,0.618,0Qn7RaiAnLUBhLkzw1V5UO,,0.712
Shakira,81.0,Me Enamoré,103.71,0.879,0.0928,1626551127391406,0.193,8e-05,0.948,4qknM1pQz53QOyfDVTjcM9,,0.74
IZA,79.0,Pesadão (Participação especial Marcelo Falcão),75.017,0.791,0.35,1626551127391406,0.192,0.0,0.744,1BkyiAw1L0BOHYckwpRX4V,,0.74
Jason Derulo,88.0,Swalla (feat. Nicki Minaj & Ty Dolla $ign),98.064,0.817,0.187,1626551127391406,0.075,0.0,0.782,6kex4EBAj0WHXDKZMEJaaF,,0.696
Jessie J,69.0,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",147.635,0.623,0.11,1626551127391406,0.322,1e-05,0.417,6qC8Jj1XOxknPm8N7EbzKX,,0.458
Linn da Quebrada,23.0,Enviadescer - Ao Vivo,129.996,0.703,0.285,1626551127391406,0.447,0.0,0.726,2ikESZf5cl62IVabsbjNnt,,0.89
Maluma,65.0,Sin Contrato,96.037,0.866,0.0727,1626551127391406,0.111,0.0,0.839,3yHJs5NmQk2ROAWCfjniXV,,0.748
Hailee Steinfeld,71.0,Love Myself,122.925,0.759,0.419,1626551127391406,0.0026,0.0,0.324,52izjvF7wwveRG1rDJsGWe,,0.617
Poo Bear,63.0,Will I See You (feat. Anitta),130.11,0.479,0.176,1626551127391406,0.799,0.0,0.545,3YeY4NnyJENxOb0Pi1f3x7,,0.726
Anavitória,69.0,Singular,119.713,0.303,0.109,1626551127391406,0.684,0.0,0.306,3eGK0WFi6ISJ9UZA6Za4HX,,0.744
Linn da Quebrada,28.0,Bixa Preta - Ao Vivo,104.787,0.911,0.0974,1626551127391406,0.0582,0.0,0.502,4N5IyNwJFBlTJw7dN6TFir,,0.596
Karmin,46.0,No Flex Zone (Remix),128.034,0.649,0.0922,1626551127391406,0.451,0.0,0.774,5XVRQZytbOKCszNGWUQKwE,,0.89
Ewan McGregor,54.0,"Your Song - From ""Moulin Rouge"" Soundtrack",133.147,0.318,0.109,1626551127391406,0.535,5e-05,0.231,1UmIWsuzcitp1VhsEKviJZ,,0.271
Nicky Jam,77.0,Hasta el Amanecer,94.013,0.608,0.0761,1626551127391406,0.282,0.0,0.589,5Fim1gaXBgsiFfsQAfQSDS,,0.832
AronChupa,73.0,I'm an Albatraoz,128.078,0.817,0.11,1626551127391406,0.601,0.00449,0.595,5MhsZlmKJG6X5kTHkdwC4B,,0.883
Marina and the Diamonds,59.0,Lies,124.06,0.671,0.171,1626551127391406,0.0154,0.0,0.278,64f5bf2jyAkrsucnG9FXot,,0.561
Drake,83.0,One Dance,103.989,0.619,0.351,1626551127391406,0.00784,0.00423,0.371,1xznGGDReH1oQq0xzbwXa3,,0.791
Karol Conká,42.0,Sandália (feat Rincon Sapiência),79.429,0.747,0.153,1626551127391406,0.0133,0.0,0.82,4jsWivIf2Ib3Q1POWl7CQU,,0.595
Linn da Quebrada,24.0,Pirigosa - Ao Vivo,132.007,0.972,0.361,1626551127391406,0.293,0.0001,0.92,54hFHwAdPLEYX8LQpCpJsW,,0.872
Charlie Puth,82.0,We Don't Talk Anymore (feat. Selena Gomez),100.017,0.563,0.179,1626551127391406,0.621,0.0,0.352,06KyNuuMOX1ROXRhj787tj,,0.728
Camila Cabello,100.0,Havana,104.992,0.517,0.104,1626551127391406,0.186,4e-05,0.418,0ofbQMrRDsUaVKq2mGLEAb,,0.768
Linkin Park,67.0,Somewhere I Belong,162.065,0.951,0.261,1626551127391406,0.00038,0.0,0.442,3fjmSxt0PskST13CSdBUFx,,0.451
Linn da Quebrada,25.0,Prostituto/Pare Querida - Ao Vivo,125.057,0.847,0.302,1626551127391406,0.617,1e-05,0.741,69gH6hGVNdhe9XeCUvYj6c,,0.805
Christina Aguilera,51.0,Telepathy,110.091,0.893,0.35,1626551127391406,0.0479,0.00103,0.78,5vY0eZdiJSgEkIJN96y4MN,,0.519
MC Kevinho,85.0,Olha a Explosão,89.988,0.62,0.0796,1626551127391406,0.104,0.0,0.367,6m2LNopVJKsvBB9l7Z1rwn,,0.766
Nego do Borel,74.0,Você Partiu Meu Coração,98.023,0.682,0.0697,1626551127391406,0.374,0.0,0.887,0u8aj0c4IxeVSLTUuuq9V5,,0.854
Lady Gaga,43.0,Speechless,143.828,0.702,0.35,1626551127391406,0.441,0.0,0.429,4tl1ZlNhpXiiFSp0W1VKRp,,0.298
Elji Beatzkilla,44.0,Dança Kizomba - Revolution,88.793,0.797,0.128,1626551127391406,0.0683,0.0,0.763,5yvnXXONDPLG16ilFxT376,,0.739
Rihanna,49.0,Raining Men,157.86,0.795,0.377,1626551127391406,0.0156,0.0,0.872,1gCWLA71vXQmINwo6WxH4t,,0.653
Demi Lovato,87.0,Sorry Not Sorry,144.021,0.633,0.29,1626551127391406,0.0214,0.0,0.863,3m660poUr1chesgkkjQM7P,,0.704
Linkin Park,61.0,Don't Stay,90.058,0.995,0.911,1626551127391406,0.00153,0.0,0.679,2yss0n7KmvmSr4EHvjfFpn,,0.488
Linn da Quebrada,19.0,Tomara - Ao Vivo,124.711,0.516,0.3,1626551127391406,0.181,0.0,0.824,4i57JnkCHEGak8gYQgVT4M,,0.717
P!nk,58.0,F**kin' Perfect,91.965,0.671,0.36,1626551127391406,0.0422,0.0,0.45,7GyPQhLE8lYMlyFY8n5s1A,,0.563
Meghan Trainor,72.0,NO,92.135,0.801,0.737,1626551127391406,0.0125,0.0,0.654,0l0CvurVUrr2w3Jj1hOVFc,,0.557
Linn da Quebrada,24.0,Necomância - Ao Vivo,133.052,0.963,0.319,1626551127391406,0.00917,0.00018,0.65,2rCxfyyNARjaAEiSSFc5Na,,0.761
P!nk,75.0,Just Give Me a Reason,95.002,0.547,0.132,1626551127391406,0.346,0.0003,0.441,1mKXFLRA179hdOWQBwUk9e,,0.778
Pabllo Vittar,62.0,Nêga,130.006,0.806,0.154,1626551127391406,0.316,0.0,0.26,5QhbUewFUFoY9Fnl6vOlCU,,0.876
Beyoncé,76.0,7/11,136.024,0.705,0.126,1626551127391406,0.0128,0.0,0.56,02M6vucOvmRfMxTXDUwRXu,,0.747
Dream Team do Passinho,62.0,Oi Sumido,98.101,0.794,0.113,1626551127391406,0.0813,0.0,0.748,0TdZoRAZ2q35co33w9V0c0,,0.822
Demi Lovato,87.0,Sorry Not Sorry,144.021,0.633,0.29,1626551127391406,0.0214,0.0,0.863,3m660poUr1chesgkkjQM7P,,0.704
Karol Conká,54.0,É o Poder,130.045,0.61,0.18,1626551127391406,0.0144,0.0,0.609,5vki8pCoenV6s0sKdXPP3W,,0.868
J Balvin,53.0,Safari,180.096,0.68,0.127,1626551127391406,0.538,1e-05,0.615,06nmhf5qFcn3qTB0anQkpJ,,0.704
Frank Sinatra,67.0,Fly Me To The Moon,119.358,0.26,0.0656,1626551127391406,0.474,0.0,0.378,2y8Eez5cFFf2JzD546LThM,,0.657
Sia,77.0,Chandelier,117.089,0.787,0.0685,1626551127391406,0.0197,6e-05,0.572,4VrWlk8IQxevMvERoX08iC,,0.399
My Chemical Romance,70.0,I'm Not Okay (I Promise),179.722,0.94,0.269,1626551127391406,0.00602,0.0,0.255,7lRlq939cDG4SzWOF4VAnd,,0.21
Banda Sedutora,38.0,Necessito,139.865,0.809,0.149,1626551127391406,0.556,0.0,0.721,0o928rgvpYlQ0zXWBOtrO5,,0.651
Little Mix,62.0,Wings,114.962,0.875,0.285,1626551127391406,0.00067,0.00055,0.538,77W6VUoJdasCQgjc5DW19q,,0.738
Rihanna,59.0,Skin,126.976,0.559,0.144,1626551127391406,0.133,0.0,0.122,0a2JCinEvl21WeWLJBt7hM,,0.644
Galantis,76.0,No Money,126.01,0.916,0.24,1626551127391406,0.0282,0.00762,0.803,0gb1J5UrTpzaU1s3nupgCd,,0.671
Linn da Quebrada,23.0,Mulher - Ao Vivo,93.22,0.456,0.374,1626551127391406,0.374,0.0,0.331,2tGDKg8noEFexOebSGshoO,,0.658
The Chainsmokers,78.0,Roses,100.001,0.802,0.309,1626551127391406,0.0435,0.00377,0.343,3vv9phIu6Y1vX3jcqaGz5Z,,0.713
Whitney Houston,74.0,I Will Always Love You,66.98,0.214,0.0839,1626551127391406,0.844,1e-05,0.108,4eHbdreAnSOrDDsFfc4Fpm,,0.306
Beyoncé,67.0,Pretty Hurts,129.935,0.625,0.346,1626551127391406,0.00308,0.00016,0.201,7lUA4P03AhwAw40JHkdyGr,,0.512
David Guetta,77.0,Titanium (feat. Sia),126.06,0.796,0.15,1626551127391406,0.0682,0.12,0.265,0TDLuuLlV54CkRRUOahJb4,,0.602
Anitta,71.0,Sim ou não (Participação especial Maluma),99.004,0.84,0.114,1626551127391406,0.433,0.0,0.889,4FxumkF81ICxITeqxx4nK9,,0.818
Luis Fonsi,85.0,Despacito (Featuring Daddy Yankee),177.833,0.786,0.112,1626551127391406,0.209,0.0,0.846,4aWmUDTfIPGksMNLV2rQP2,,0.66
Rihanna,76.0,Work,91.974,0.534,0.0919,1626551127391406,0.0752,0.0,0.558,14WWzenpaEgQZlqPq2nk4v,,0.725
Shawn Mendes,80.0,Mercy,148.127,0.674,0.111,1626551127391406,0.118,0.0,0.383,0Zxswuv5xzIhxDnsKJLq82,,0.561
Blinded by Love,28.0,I Don't Care,125.962,0.938,0.391,1626551127391406,0.0744,0.00012,0.922,0sSKreU4kEIGlZQQ2PNnWp,,0.699
Lady Gaga,40.0,Summerboy,104.999,0.77,0.0824,1626551127391406,0.00307,0.0,0.686,17xFcSuciJ9O10WqDERQep,,0.734
2NE1,39.0,BABY I MISS YOU,102.003,0.616,0.209,1626551127391406,0.166,0.0,0.25,3XNqL9MU3Sk6a758YRXYHP,,0.789
Alli Simpson,41.0,Roll 'em Up (feat. Jack & Jack),170.028,0.715,0.274,1626551127391406,0.0141,0.0,0.852,4vKJqWbsaykp3VYNXqL46c,,0.607
Karol Conká,33.0,Olhe-Se (feat Tuty),145.037,0.675,0.387,1626551127391406,0.00056,0.00016,0.45,5BI8OeHI8u66zHIAmNGhp7,,0.67
Kygo,71.0,Stay,103.027,0.736,0.171,1626551127391406,0.0444,0.00013,0.378,7gBj0VgcuAgkXkiRRYvSmK,,0.648
Beyoncé,70.0,Flawless Remix,136.801,0.659,0.484,1626551127391406,0.241,1e-05,0.457,0zVMzJ37VQNFUNvdxxat2E,,0.639
Ariana Grande,74.0,Dangerous Woman,134.052,0.604,0.353,1626551127391406,0.0612,0.0,0.297,2h1IPjP471JJRSShTHRUhi,,0.677
Tove Lo,47.0,Talking Body - The Young Professionals Remix,138.998,0.583,0.0798,1626551127391406,0.00163,0.00053,0.471,0NsEJsBtB7HPvNlzf0cbXS,,0.651
Kelly Clarkson,69.0,Stronger (What Doesn't Kill You),116.044,0.939,0.112,1626551127391406,0.046,0.0,0.684,1nInOsHbtotAmEOQhtvnzP,,0.562
Yudi Fox,40.0,Moça Louca,90.044,0.521,0.154,1626551127391406,0.0546,1e-05,0.519,2v0hPuv3iXdJW5MO8TRHo5,,0.674
Willie Colón,39.0,Que Lio,172.97,0.354,0.0858,1626551127391406,0.732,0.00089,0.709,4QZLzzVDeYs15j123hDhrw,,0.624
Nicki Minaj,64.0,Anaconda,129.994,0.605,0.214,1626551127391406,0.0668,1e-05,0.646,5eqiMMbaeUZ32Q7sS00H35,,0.964
Clean Bandit,86.0,Rockabye (feat. Sean Paul & Anne-Marie),101.965,0.763,0.18,1626551127391406,0.406,0.0,0.742,5knuzwU65gJK7IF5yJsuaW,,0.72
Kygo,76.0,Stole the Show,99.879,0.662,0.152,1626551127391406,0.155,0.0,0.438,5masKPHeAOVNgxdLebIcK7,,0.679
Linkin Park,82.0,In The End,105.256,0.853,0.108,1626551127391406,0.0103,0.0,0.37,60a0Rd6pjrkxjPbaKzXjfq,,0.542
Lady Gaga,42.0,Money Honey,119.004,0.756,0.0775,1626551127391406,0.0132,0.0003,0.831,6gknJVkbQb8jkAXbXx0SYA,,0.775
R. City,71.0,Locked Away,118.413,0.671,0.0452,1626551127391406,0.304,0.0,0.55,7x5xYW5W42OGPAdHUyyguy,,0.509
Bruno Mars,88.0,That's What I Like,134.066,0.56,0.0944,1626551127391406,0.013,0.0,0.86,0KKkJNfGyhkQ5aFogxQAPU,,0.853
Adalberto Alvarez,10.0,Se Quema la Trocha,131.2,0.675,0.27,1626551127391406,0.727,0.023,0.966,1IdsKV8XrmqtEfEPSmeE1R,,0.576
Stromae,69.0,Papaoutai,116.019,0.818,0.0636,1626551127391406,0.0241,0.0,0.253,09TcIuH1ZO7i4vicWKoaN2,,0.733
Linkin Park,54.0,Nobody's Listening,199.972,0.831,0.174,1626551127391406,0.105,0.0,0.451,1EU3VuKGZOvd1HTkxLPUXK,,0.502
Shawn Mendes,78.0,Stitches,149.882,0.754,0.0486,1626551127391406,0.0152,0.0,0.764,1WP1r7fuvRqZRnUaTi2I1Q,,0.746
Dua Lipa,96.0,New Rules,116.073,0.7,0.153,1626551127391406,0.00261,2e-05,0.608,2ekn2ttSfGqwhhate0LSR0,,0.762
Linkin Park,62.0,Lying From You,160.102,0.951,0.0669,1626551127391406,0.00777,0.0,0.723,4qVR3CF8FuFvHN4L6vXlB1,,0.535
IZA,79.0,Pesadão (Participação especial Marcelo Falcão),75.017,0.791,0.35,1244898128943328,0.192,0.0,0.744,1BkyiAw1L0BOHYckwpRX4V,,0.74
