banda,Popularity,nome,tempo,Energy,Liveness,userId,Acousticness,instrumentalness,Valence,idMusica,Id,Danceability
Barro,35.0,Poliamor,94.95,0.724,0.172,1244898128943328,0.0587,0.00041,0.772,2gEWBNzyEVDnZrjwjMXL7m,,0.565
Cícero,47.0,A Cidade,159.562,0.682,0.299,1244898128943328,0.276,0.0246,0.498,7AbZQW9pJRPcm7nHCbIyeW,,0.247
Paramore,68.0,Fake Happy,98.559,0.626,0.168,1244898128943328,0.076,1e-05,0.44,6t44iU80A0h8WQ7vc4OoRj,,0.734
Projota,69.0,Oh Meu Deus,149.985,0.804,0.453,1244898128943328,0.00143,0.00039,0.45,3bp5fh0qPmCqC5PWEewFkm,,0.726
Paramore,73.0,Hard Times,119.965,0.818,0.0219,1244898128943328,0.00647,0.0,0.916,0w5Bdu51Ka25Pf3hojsKHh,,0.695
Castello Branco,45.0,O Peso do Meu Coração,76.912,0.284,0.125,1244898128943328,0.815,0.51,0.0474,2DmEvNxGJOLyuQBf4NR22o,,0.562
Paramore,68.0,Rose-Colored Boy,114.997,0.826,0.031,1244898128943328,0.00199,0.00037,0.926,2RJfK2pOvGpnxC255YOy5k,,0.768
Paramore,68.0,Told You So,123.922,0.814,0.0529,1244898128943328,0.0029,3e-05,0.904,7BpYWzZwrsljT1eIjb0TqR,,0.639
Maglore,52.0,Me Deixa Legal,120.057,0.831,0.103,1244898128943328,0.0253,0.00083,0.942,621ULqVzOVNajx6uO4IjiE,,0.724
Barro,34.0,Vai,120.042,0.745,0.181,1244898128943328,0.562,0.00061,0.847,7mLaDWR7WYz5SCDYUOYlur,,0.674
5 a Seco,39.0,Veio Pra Ficar,139.926,0.591,0.114,1244898128943328,0.0333,0.00287,0.745,6oGAX9PifkUJfp4DsDLOyZ,,0.756
Crombie,28.0,Quando É de Manhã,132.985,0.39,0.104,1244898128943328,0.704,1e-05,0.714,3I5N9XRVQ5juBFtHRJUYg3,,0.77
Supercombo,52.0,Monstros,132.0,0.762,0.341,1244898128943328,0.0278,0.0,0.402,3bGuxNAgPXwEXV3odTDoXX,,0.506
Rihanna,61.0,Consideration,144.975,0.584,0.0869,1244898128943328,0.0392,0.0,0.784,2Gxna051PLTjjQVWTOP67D,,0.883
Rihanna,74.0,Needed Me,110.898,0.314,0.0825,1244898128943328,0.11,0.0,0.296,3kfxarilcBr81mb2hmZLeh,,0.671
5 a Seco,45.0,Vem e Vai,80.677,0.595,0.122,1244898128943328,0.285,0.0,0.409,6C5PUcmn3ASI4mM9SoRs9z,,0.576
Paramore,65.0,26,90.004,0.286,0.116,1244898128943328,0.852,4e-05,0.409,2EcQY09CYgJ1qk6H1qZf8h,,0.561
BRAZA,49.0,Segue o Baile,180.093,0.756,0.0789,1244898128943328,0.0835,0.0,0.687,3gLskBd8spcyq1AgEVPWWv,,0.617
Anavitória,64.0,Cor De Marte,123.943,0.281,0.117,1244898128943328,0.706,1e-05,0.148,4BQOi5mYZozFR4HnOy5F79,,0.721
Supercombo,46.0,Magaiver,197.07,0.822,0.064,1244898128943328,0.132,0.0,0.867,5gWaoKeHCnlDj8ZtjpGOvc,,0.496
Aurorah,40.0,Caledônia,125.708,0.578,0.155,1244898128943328,0.118,0.0,0.682,6XH0mNuH8nkEf3SpguLyNj,,0.549
Maglore,39.0,Aquela Força,119.978,0.789,0.198,1244898128943328,0.0179,1e-05,0.658,6trJaUvFBtjSsTJ7vERzY1,,0.606
Paramore,63.0,Forgiveness,112.028,0.804,0.0695,1244898128943328,0.0611,0.00511,0.776,74ABBu8osxqmuFOAKcWWpG,,0.768
Plutão Já Foi Planeta,42.0,Alto Mar,98.079,0.722,0.106,1244898128943328,0.0796,0.0001,0.428,6Vz9C53WCVyxyxUIaqZnY0,,0.688
BRAZA,47.0,Ande,160.09,0.899,0.0821,1244898128943328,0.138,5e-05,0.825,0S0qxDlWdEhCUxOtTCumgU,,0.683
Crombie,28.0,"Fuga (feat. Lay Soares, Lilian Soares & Simonami)",77.886,0.39,0.0942,1244898128943328,0.862,0.00156,0.149,5w2qbtwkB9FhtPx54U29Z9,,0.594
Marcos Almeida,39.0,Dança,117.217,0.298,0.671,1244898128943328,0.704,1e-05,0.307,18HAi6t0pYdtoLn1MfeKU2,,0.623
Scatolove,47.0,Princesa,90.021,0.72,0.231,1244898128943328,0.0245,0.0,0.505,4d4fkIJUqXmmdoWCu7ko0i,,0.607
IZA,62.0,Esse brilho é meu,96.006,0.907,0.483,1244898128943328,0.142,0.0,0.679,29O8QExmFM2nr7KpcEiceM,,0.701
5 a Seco,50.0,Feliz Pra Cachorro,92.002,0.433,0.686,1244898128943328,0.313,0.0,0.438,6cjU9UIyn4UCBLFSRAlZtb,,0.689
O Terno,49.0,Culpa,115.104,0.725,0.189,1244898128943328,0.438,0.0,0.888,5GvNQ3SpfsB7RVyuzSmxJL,,0.737
BRAZA,42.0,Tijolo por Tijolo,89.976,0.863,0.0704,1244898128943328,0.226,0.00232,0.876,00s1KHCB0zbWzdQAyzm590,,0.787
BRAZA,42.0,Moldado Em Barro,121.984,0.754,0.0944,1244898128943328,0.0894,0.00022,0.738,0smUKPjPRqeFhTEGdghgzi,,0.793
IZA,63.0,Te pegar,99.991,0.864,0.283,1244898128943328,0.26,0.0,0.797,0yiGUyoytztVjyetmEv6DW,,0.759
5 a Seco,36.0,Você e Eu,85.99,0.382,0.129,1244898128943328,0.56,0.00014,0.443,2RhXSOKWcQ0rMiwvHl4wKn,,0.644
Barro,20.0,Miocardio,70.461,0.395,0.0982,1244898128943328,0.333,0.102,0.117,3wJspE14idUim48ES9j9sN,,0.187
BaianaSystem,50.0,Playsom,127.959,0.824,0.106,1244898128943328,0.124,0.00064,0.96,5VjyvjotqBBwknYvYKGayj,,0.913
Plutão Já Foi Planeta,41.0,Me Leve,132.972,0.572,0.0996,1244898128943328,0.331,0.00017,0.478,1eJrNufsqul5ld0P7xsNPD,,0.609
BRAZA,46.0,Qual É o Rosto de Deus,172.0,0.765,0.0894,1244898128943328,0.493,0.0,0.663,0ZYuaNa0M0XVimhr8biOmX,,0.764
Plutão Já Foi Planeta,44.0,Mesa 16,129.834,0.547,0.109,1244898128943328,0.366,1e-05,0.699,53emgSuoVr2DIQwCz5End0,,0.687
Marcos Almeida,48.0,Sê Valente - Ao Vivo,136.846,0.621,0.686,1244898128943328,0.521,0.0,0.402,2Yi5s4gfRXp8nIuDaBaAVQ,,0.521
5 a Seco,34.0,Nem Tchum,165.898,0.682,0.0596,1244898128943328,0.0879,0.0,0.699,4r0E2ncvJ484Z2hVZ0GGnU,,0.543
Cidade Luz,1.0,Mais uma Vez,135.946,0.462,0.116,1244898128943328,0.388,0.0261,0.155,6eIoRmgUs7ggSnbUcCBDtG,,0.524
Paramore,71.0,Still Into You,136.01,0.923,0.0561,1244898128943328,0.0098,0.0,0.765,1yjY7rpaAQvKwpdUliHx0d,,0.602
Paramore,62.0,Tell Me How,111.007,0.434,0.0915,1244898128943328,0.441,0.053,0.242,0Nt9OgNZ856RjKIPldNRf9,,0.677
Paramore,71.0,Ain't It Fun,104.031,0.893,0.021,1244898128943328,0.154,4e-05,0.673,1j8z4TTjJ1YOdoFEDwJTQa,,0.61
Paramore,63.0,Caught In The Middle,92.502,0.807,0.0552,1244898128943328,0.00496,7e-05,0.814,27zJBz0YnuZO69U69z96vd,,0.786
Los Hermanos,37.0,O Velho e o Moço - Ao Vivo,172.823,0.702,0.687,1244898128943328,0.344,0.669,0.425,2bPKA1IUl4LkIu4ENm5rEK,,0.383
Crombie,24.0,Da Rotina,112.98,0.339,0.0772,1244898128943328,0.518,0.00136,0.403,2i938vcBPGb7tEb5oXf5mv,,0.739
Castello Branco,46.0,Crer-Sendo,81.54,0.579,0.112,1244898128943328,0.16,0.0,0.41,3sZcGCUXvr45syuNyTUC1Z,,0.413
Crombie,26.0,Convívio,80.109,0.353,0.103,1244898128943328,0.894,0.00021,0.423,5ShxsuSyy3aiuyao6ABquT,,0.615
Tanlan,24.0,"Meu Nome, Meu Sangue",145.942,0.833,0.0698,1244898128943328,0.00649,0.0,0.765,5T1dlrMymVxAdS7wHSCJNE,,0.564
Supercombo,49.0,A Piscina e o Karma,120.005,0.46,0.128,1244898128943328,0.0126,0.0,0.633,5v6yuamfvVj8HyYEXxwRSX,,0.64
Crombie,25.0,Cores,94.978,0.524,0.0758,1244898128943328,0.423,0.0,0.711,61OCvVEtQXTSsru0nHn9Z6,,0.73
Crombie,23.0,Sobre a Saudade,124.946,0.427,0.316,1244898128943328,0.658,5e-05,0.625,7F6xGF1uTxvdw8KkcYWFnX,,0.724
Barro,19.0,Todo Pôr do Sol,129.946,0.845,0.106,1244898128943328,0.0999,0.00147,0.285,7cYnyDwOfmox3GdDZxba5D,,0.539
Banda do Mar,51.0,Pode Ser,200.24,0.434,0.231,1244898128943328,0.329,0.00039,0.679,4gEiBVITQxqb6xqXSkoLwN,,0.594
Banda do Mar,61.0,Mais Ninguém,76.478,0.622,0.11,1244898128943328,0.156,0.0,0.62,6uFwhB7gVs7ExCAfJD5BWg,,0.649
5 a Seco,33.0,Épocas,119.619,0.636,0.124,1244898128943328,0.258,8e-05,0.327,1HX4N3hRX0UguUz8vcXjHK,,0.43
5 a Seco,48.0,Deixe Estar,63.313,0.572,0.755,1244898128943328,0.275,0.00057,0.581,3ZxRJtFYRdDtmn8ltR4QFu,,0.37
Maglore,44.0,Café Com Pão,111.953,0.752,0.392,1244898128943328,0.354,0.0398,0.656,3Xiy6j2OHWkruyDEsOfRXP,,0.611
Maglore,40.0,Se Você Fosse Minha,90.862,0.759,0.479,1244898128943328,0.0131,0.0301,0.725,4oLQk0OyLDtEhtQ4SrjOZ5,,0.554
Banda do Mar,48.0,Seja Como For,120.011,0.554,0.143,1244898128943328,0.168,0.0,0.685,15Ii7uBNwsXEGza3umIZBH,,0.574
Cidade Luz,2.0,Toda Paz,85.255,0.417,0.125,1244898128943328,0.582,0.00039,0.143,3eHEULF7Z3ljRcYT0DFrFg,,0.267
Mahmundi,34.0,Meu Amor,83.006,0.648,0.0691,1244898128943328,0.214,0.00038,0.65,4qK02JAUY8BL0wUMETTIk0,,0.71
BRAZA,50.0,Selecta,164.045,0.617,0.102,1244898128943328,0.179,0.0,0.885,7q9dBBZwL9r5RVpbWvDFXf,,0.795
Mahmundi,43.0,Azul,90.07,0.535,0.108,1244898128943328,0.338,8e-05,0.369,457xQpupSX3iD6D88vakZw,,0.664
Silva,53.0,Feliz e Ponto,151.991,0.445,0.376,1244898128943328,0.579,0.00206,0.722,5I7NiZhyh9mvtdv33eBg94,,0.718
Rihanna,73.0,Bitch Better Have My Money,102.99,0.728,0.257,1244898128943328,0.0509,0.0,0.395,5lnsCyEKWofnC00U4Ax0ti,,0.781
Charlie Brown Jr.,66.0,"Dias De Luta, Dias De Gloria",77.963,0.433,0.101,1244898128943328,0.888,0.0,0.768,006pMMCuRo2TFjh8sNGSov,,0.346
Crombie,22.0,Na Superfície,99.978,0.529,0.191,1244898128943328,0.0367,0.00036,0.322,0C5ctiqfpa7xdCcmbzWjkU,,0.703
Cidade Luz,1.0,Entre as Montanhas,151.941,0.869,0.168,1244898128943328,0.139,0.0,0.841,0Nn95nA2KYaKAY2ORU4wSz,,0.478
Maglore,32.0,Hoje Eu Vou Sair,141.517,0.847,0.264,1244898128943328,0.00044,0.00342,0.362,0YkXy7YsK7FbU9Qpbm8Ikg,,0.347
Academia da Berlinda,24.0,Só de Tu - Ao Vivo,122.228,0.642,0.169,1244898128943328,0.247,4e-05,0.963,0jwdSWgBnAH4LWgr1wNryC,,0.729
Sinara,26.0,Luz de Sofia,129.044,0.568,0.0663,1244898128943328,0.126,0.0,0.87,0oBxCcyvADcBUc1XaqjgFp,,0.466
Barro,24.0,Mata o Nêgo,120.107,0.787,0.218,1244898128943328,0.0939,0.0,0.335,1dGgKEdhv1j7t1EROdzf6b,,0.674
Supercombo,40.0,Vê Se Não Morre,98.084,0.868,0.15,1244898128943328,0.00085,0.0,0.431,2KG94pFqOcdk2PMysHsQX9,,0.563
Barro,29.0,Ficamos Assim,153.997,0.651,0.0868,1244898128943328,0.111,0.00205,0.766,2WkZakF2kWjDFrusWGYur5,,0.575
Rihanna,74.0,Umbrella,174.028,0.829,0.0426,1244898128943328,0.00864,0.0,0.575,2Y2ud3awMZHDxOCpDebiv3,,0.583
Rihanna,52.0,James Joint,134.202,0.203,0.27,1244898128943328,0.66,0.00016,0.405,2YXYKrW2HtvLIVCMD3eXXj,,0.399
Mahmundi,35.0,Calor Do Amor,120.064,0.747,0.131,1244898128943328,0.0554,0.00183,0.361,2xyfBFhqXM4rqKxfxKfrUH,,0.734
Supercombo,51.0,Bonsai,120.003,0.757,0.18,1244898128943328,0.0435,0.0,0.698,372NdR6AW2FBVF49gEsfST,,0.654
Detonautas Roque Clube,56.0,Olhos certos,95.073,0.492,0.0769,1244898128943328,0.00357,0.00686,0.143,3P0ZKM0sJiwYl6LWAgU9YF,,0.559
Paramore,62.0,Grudges,154.904,0.856,0.324,1244898128943328,6e-05,0.02,0.62,3WKz5JDH0St3Smips7NlOM,,0.511
Estevão Queiroga,33.0,Mais uma Porta,145.988,0.586,0.138,1244898128943328,0.304,0.0,0.379,3bokGbfLJeLLTOJvWC1XZa,,0.543
Rihanna,72.0,Take A Bow,82.081,0.467,0.0941,1244898128943328,0.248,0.0,0.572,3mmjD9G2HUUzDbFl3NRDLM,,0.697
Paramore,63.0,Pool,114.867,0.777,0.123,1244898128943328,0.00629,0.0165,0.572,3xCsHloPBl211Yi4UEUUcm,,0.589
Paramore,66.0,Ignorance,170.944,0.964,0.0387,1244898128943328,0.00109,0.00038,0.51,47No93LxERvV6MtOAmQzHS,,0.522
Los Hermanos,36.0,Cara Estranho - Ao Vivo,143.96,0.995,0.898,1244898128943328,0.0124,0.00123,0.466,4CfodGcOm0cfO0ajUMGTEt,,0.402
Paramore,63.0,Idle Worship,121.05,0.827,0.225,1244898128943328,0.00499,0.0,0.762,50zSoW3GT1Ee4hXxQPO08t,,0.695
Paramore,47.0,Fast In My Car,128.014,0.99,0.114,1244898128943328,3e-05,1e-05,0.824,5HqY0PolOVfmhTgCTih4HF,,0.592
BRAZA,42.0,Exército Sem Farda,168.534,0.749,0.0933,1244898128943328,0.095,0.0,0.806,5QRWjrqWa5iQzfBoKPh6Yl,,0.71
Rihanna,73.0,FourFiveSeconds,205.903,0.268,0.12,1244898128943328,0.868,0.0,0.321,5XzmZjXhMjDHr7ZfJ6DELQ,,0.579
Crombie,26.0,Já Que Você Veio (Ao Vivo),72.269,0.776,0.232,1244898128943328,0.429,1e-05,0.718,5oZ6cVnK7mus23eqgk5rJQ,,0.565
Cidade Luz,3.0,No Mesmo Barco,76.99,0.503,0.146,1244898128943328,0.53,0.0,0.255,5w8baNKGhRcpSgXv5jRoLX,,0.558
Plutão Já Foi Planeta,34.0,Post It,89.964,0.532,0.111,1244898128943328,0.231,0.0497,0.696,6olOOfxv4Kw7BLrJ5x9a8N,,0.636
5 a Seco,34.0,Geografia Sentimental,134.932,0.528,0.0752,1244898128943328,0.306,0.0,0.461,6r42kiPzJdyPN9mXjNS8gk,,0.796
BRAZA,48.0,Ela Me Chamou Pra Dançar um Ragga,179.878,0.466,0.0891,1244898128943328,0.0471,0.0,0.377,6zZ6gni57Y5D72ZejEwUOQ,,0.74
Banda do Mar,54.0,Dia Clarear,108.883,0.202,0.116,1244898128943328,0.772,0.0,0.554,7JQet6yCd8rZX3oeVGqAyx,,0.626
Lil Peep,79.0,Awful Things,170.033,0.796,0.0694,1274496899362093,0.0157,0.0,0.181,7Hr2XoaGpIMKbNXCZDZ3le,,0.368
Lil Peep,77.0,Beamer Boy,123.994,0.732,0.227,1274496899362093,0.0509,2e-05,0.339,7hf89cT5FEmLV5E9fjrjG7,,0.743
Dire Straits,76.0,Sultans Of Swing,148.192,0.797,0.334,1274496899362093,0.0771,0.0248,0.933,3LTMnFa0hhwisyq6ILahyj,,0.731
Lil Peep,79.0,Benz Truck (гелик),92.02,0.762,0.121,1274496899362093,0.0498,0.00819,0.112,3kBD2xHIqKWXjLAGidDTSz,,0.602
Lil Peep,83.0,Save That Shit,105.997,0.583,0.421,1274496899362093,0.0262,0.0,0.145,0S0vWvyZ6Rc79TXkWxT9QA,,0.534
Imagine Dragons,90.0,Thunder,167.88,0.81,0.155,1274496899362093,0.00683,0.21,0.298,0tKcYR2II1VCQWT79i5NrW,,0.6
Eminem,76.0,Without Me,112.243,0.656,0.324,1274496899362093,0.00299,0.0,0.642,06wOQGz4bGB7HETrIjpIep,,0.915
Budd Bug,27.0,It's Been a Hard Day's Night,144.062,0.773,0.123,1274496899362093,0.0271,0.0,0.759,372pMIXXDnK3jyCepolZeg,,0.618
Imagine Dragons,86.0,Believer,124.982,0.787,0.14,1274496899362093,0.0524,0.0,0.708,0CcQNd8CINkwQfe1RDtGV6,,0.779
Lil Peep,76.0,U Said,82.032,0.827,0.117,1274496899362093,0.0434,0.0,0.131,3F42FHouOY59SnSsyD2TAX,,0.265
Lil Peep,75.0,The Brightside,134.03,0.64,0.108,1274496899362093,0.0348,0.0,0.882,4DbnKBddcHUHbYpidc36AT,,0.646
Jeremy Soule,53.0,Dragonborn,66.766,0.482,0.111,1274496899362093,0.895,0.685,0.13,2gaZJDgE71VL9PzzUUlpMg,,0.413
Limp Bizkit,68.0,Take A Look Around,101.93,0.856,0.0871,1274496899362093,0.018,0.36,0.516,2xI7o9zYcqynmueNH4foku,,0.49
Roots Manuva,38.0,Stolen Youth,92.019,0.729,0.0963,1274496899362093,0.169,0.00782,0.293,6ELapy2KKGdQZRFOvZ5ZRY,,0.662
Five Finger Death Punch,68.0,Wrong Side of Heaven,149.992,0.932,0.337,1274496899362093,0.00721,0.0,0.543,11Ojp7JniVvwd0gmgvyKkd,,0.481
Lil Peep,72.0,Problems,115.007,0.558,0.103,1274496899362093,0.00014,0.865,0.207,5e90dsXJMBw9ndBRiKP1ZA,,0.64
Led Zeppelin,78.0,Immigrant Song,112.937,0.932,0.349,1274496899362093,0.013,0.169,0.619,78lgmZwycJ3nzsdgmPPGNx,,0.564
Lil Peep,75.0,Better Off (Dying),74.987,0.766,0.155,1274496899362093,0.00835,0.0,0.196,1tlrTC3x7viJ1U30oOFGdF,,0.521
Kendrick Lamar,72.0,m.A.A.d city,90.928,0.722,0.447,1274496899362093,0.0508,0.0,0.226,3qX1dqmDdmMvvfMVfsx4Bh,,0.484
Studio 99,8.0,Breaking The Girl,180.028,0.602,0.151,1274496899362093,0.314,0.00131,0.466,12Znk3T0w6Kgh6yeJjae5X,,0.333
Depeche Mode,38.0,Stripped,180.346,0.826,0.123,1274496899362093,0.0551,0.362,0.403,0WpQNP2IxiTtuO8myrA2VH,,0.483
XXXTENTACION,75.0,Look At Me!,139.059,0.726,0.0976,1274496899362093,0.259,0.0,0.349,6eYxmK9fdL4hwLnXG2zY3s,,0.763
David Guetta,65.0,Bad (feat. Vassy) - Radio Edit,127.966,0.972,0.328,1274496899362093,0.00125,0.0186,0.411,6eIacmhkE82vZlMDnGS7aP,,0.614
Lil Uzi Vert,92.0,XO TOUR Llif3,155.096,0.75,0.109,1274496899362093,0.00264,0.0,0.401,7GX5flRQZVHRAGd6B4TmDO,,0.732
Luis Fonsi,85.0,Despacito (Featuring Daddy Yankee),177.833,0.786,0.112,1274496899362093,0.209,0.0,0.846,4aWmUDTfIPGksMNLV2rQP2,,0.66
Wjotapanguilef,33.0,Guerrero de Fe,173.845,0.683,0.145,1274496899362093,0.0382,0.0,0.783,6bnqLAKqRYrB2p94Na0I7G,,0.634
Mc Elvis,34.0,Idiota,80.022,0.573,0.049,1274496899362093,0.122,0.0,0.928,2B5t2JiExquIZJZWb0hlSC,,0.809
Five Finger Death Punch,71.0,Bad Company,114.025,0.886,0.0904,1274496899362093,0.00059,0.0001,0.17,6nULLS7CipGMSzgQDxDpd1,,0.557
Lil Pump,76.0,D Rose,121.968,0.553,0.383,1274496899362093,0.201,0.00023,0.308,3CbZJbqh43varroTwUlwSB,,0.781
Ghostemane,68.0,Mercury: Retrograde,156.985,0.814,0.0556,1274496899362093,0.0598,0.0134,0.389,2Vc6NJ9PW9gD9q343XFRKx,,0.831
Jack Ü,77.0,Where Are Ü Now (with Justin Bieber),139.432,0.781,0.0789,1274496899362093,0.041,0.0,0.197,66hayvUbTotekKU3H4ta1f,,0.432
Post Malone,97.0,rockstar,159.772,0.522,0.142,1274496899362093,0.13,9e-05,0.119,7wGoVu4Dady5GV0Sv4UIsx,,0.577
Pegboard Nerds,54.0,Hero (feat. Elizaveta),150.151,0.922,0.253,1274496899362093,0.00374,0.00041,0.0928,1mPPo1eG1joz3HX0Ecw9LL,,0.436
XXXTENTACION,83.0,Look At Me!,139.059,0.726,0.0976,1274496899362093,0.259,0.0,0.349,7floNISpH8VF4z4459Qo18,,0.763
XXXTENTACION,90.0,Jocelyn Flores,134.021,0.391,0.297,1274496899362093,0.469,0.0,0.437,7m9OqQk4RVRkw9JJdeAw96,,0.872
Linkin Park,82.0,In The End,105.256,0.853,0.108,1274496899362093,0.0103,0.0,0.37,60a0Rd6pjrkxjPbaKzXjfq,,0.542
Five Finger Death Punch,66.0,Jekyll and Hyde,155.017,0.964,0.0564,1274496899362093,0.00059,1e-05,0.712,6efSwlK3LOlWOeKK9xlUKF,,0.537
Stephen Marley,56.0,"Rock Stone (feat. Capleton, Sizzla)",82.031,0.822,0.121,1274496899362093,0.204,0.00053,0.547,7dMM58Mhzy0zBhO9HgxzhR,,0.768
Matanza,43.0,"Pé Na Porta, Soco Na Cara",149.928,0.975,0.591,1274496899362093,0.00201,0.0,0.715,3V3kpzgC06sTu5212sHjdJ,,0.522
Mc Elvis,31.0,Bota Bota,80.02,0.54,0.0746,1274496899362093,0.14,0.0,0.736,0d7Su5rB4CLTVQPmY6lHFn,,0.823
Ice Cube,60.0,It Was A Good Day,82.383,0.745,0.221,1274496899362093,0.322,4e-05,0.811,4nOGwuxFp5LIFe2Nj476xH,,0.795
SoMo,51.0,You Can Buy Everything,114.058,0.619,0.2,1274496899362093,0.256,0.0,0.408,5Dwlk46m6Vqcp7rgVdEriP,,0.686
Depeche Mode,36.0,A Question of Lust - Single Version,93.652,0.807,0.135,1274496899362093,0.19,1e-05,0.467,63thsoQ9Btw6vKACXjyhCF,,0.473
Lil Peep,70.0,Girls,120.044,0.697,0.111,1274496899362093,0.56,0.0,0.244,6Z1KNUrW7f6oo97w8BNom7,,0.644
2 Chainz,73.0,It's A Vibe,72.99,0.508,0.112,1274496899362093,0.0289,0.00051,0.507,41jDpQ9b2VnVdsYEy2nC7z,,0.816
Franz Ferdinand,73.0,Take Me Out,104.545,0.676,0.136,1274496899362093,0.00042,0.00089,0.494,6ooluO7DiEhI1zmK94nRCM,,0.278
Malukah,51.0,The Dragonborn Comes,173.809,0.147,0.107,1274496899362093,0.925,0.00204,0.223,088R698G2RAP4fHFBc6zVV,,0.321
Lil Peep,71.0,Avoid,79.789,0.531,0.103,1274496899362093,0.396,0.0,0.289,1Cx37RLHtu6ZWA0W1uGkai,,0.56
Alok,62.0,All I Want,123.922,0.696,0.173,1274496899362093,0.185,0.0122,0.635,2l7SUycMgoTUwJq0JqMe1s,,0.673
Future,87.0,Mask Off,150.062,0.434,0.165,1274496899362093,0.0102,0.0219,0.281,0VgkVdmE4gld66l8iyGjgx,,0.833
Xande De Pilares,41.0,Brincadeira Tem Hora - Live,167.616,0.782,0.565,1274496899362093,0.539,0.0,0.834,5vryB0TX5RLIfXjoVDQrAh,,0.431
Jerry Smith,75.0,Pode Se Soltar,160.088,0.506,0.101,1274496899362093,0.00579,0.0,0.699,2mL3B5GilTm4dUT6P8LVpd,,0.855
Nicky Jam,78.0,El Perdón,179.911,0.69,0.112,1274496899362093,0.446,0.0,0.662,7qCAVkHWZkF44OzOUKf8Cr,,0.628
Future,87.0,Mask Off,150.062,0.434,0.165,1274496899362093,0.0102,0.0219,0.281,0VgkVdmE4gld66l8iyGjgx,,0.833
Matanza,36.0,"Pé Na Porta, Soco Na Cara",149.937,0.978,0.196,1274496899362093,0.00186,0.0,0.611,3Ms8FIYL5070GNTld8OwKT,,0.492
Matanza,44.0,Meio Psicopata,92.414,0.995,0.0231,1274496899362093,6e-05,0.0,0.395,3h9GZzBBrtQkQQOJmZNnQN,,0.399
Kendrick Lamar,86.0,HUMBLE.,150.018,0.625,0.0975,1274496899362093,0.00024,3e-05,0.423,7ujx3NYtwO2LkmKGz59mXp,,0.906
Stephen Marley,49.0,Rock Stone,82.029,0.788,0.197,1274496899362093,0.231,0.0002,0.591,2PeRJj9lTSq7Eb3UHXLFK8,,0.77
Pouya,67.0,1000 Rounds,149.97,0.761,0.334,1274496899362093,0.0111,0.00359,0.161,5o7ZDvfOry1MNhNLBOJulo,,0.825
Franz Ferdinand,58.0,No You Girls,104.781,0.909,0.139,1274496899362093,0.00915,3e-05,0.899,37CBHPCzV1rizPrxRUyR72,,0.679
Swingrowers,35.0,Enjoy the Moment,97.999,0.885,0.896,1274496899362093,0.167,0.0246,0.675,4i97EYYvezyfgU9PVDcSeV,,0.705
Mc Livinho,81.0,Fazer Falta,76.792,0.467,0.226,1274496899362093,0.0133,0.0,0.249,6pSYjx66rlqRmGGTHhnjCo,,0.532
Royal Philharmonic Concert Orchestra,36.0,Hawaii 5-0,174.368,0.725,0.0766,1274496899362093,0.0314,0.0495,0.83,0AUWZaBnDPZ2CVMB2fgoiO,,0.48
Jeremy Soule,50.0,Awake,116.238,0.146,0.0729,1274496899362093,0.911,0.972,0.0339,0DrhapFEF5d9Yzg4v914dp,,0.17
Mc Doguinha,62.0,Brota Aqui Na Base,130.102,0.528,0.224,1274496899362093,0.704,0.0,0.759,0ykLopz4VeOiOEsPAnmKFW,,0.895
Matanza,37.0,Tempo Ruim,109.276,0.873,0.0922,1274496899362093,1e-05,0.085,0.612,24bNr9gdFQHZLUCTQHZVjZ,,0.451
Lil Peep,60.0,The Brightside,134.03,0.64,0.108,1274496899362093,0.0348,0.0,0.882,2OylrKSJ9EqfiH0LdIegnL,,0.646
Ghostemane,59.0,Andromeda,99.971,0.907,0.558,1274496899362093,0.152,0.0311,0.302,2ggqfj97qyiORmXoVFzP5j,,0.893
Panic! At The Disco,69.0,Girls/Girls/Boys,144.998,0.924,0.24,1274496899362093,0.00216,0.0,0.965,2wEjPgOCEczmjlvq60LyQi,,0.606
Giampaolo Pasquile,23.0,"Taxi Driver: Tema Principal - De la Película ""Taxi Driver""",81.233,0.0651,0.116,1274496899362093,0.991,0.93,0.0393,31e6aKgKwuXMih3wdf9gAx,,0.427
Ice Cube,68.0,Check Yo Self - Remix;,101.368,0.735,0.107,1274496899362093,0.031,1e-05,0.768,3NGT0Td7H4Is1qrlDQJxma,,0.934
The White Stripes,79.0,Seven Nation Army,123.889,0.466,0.272,1274496899362093,0.00666,0.35,0.303,3m6KkYKdnbffMpGd9Pm9FP,,0.745
Ice Cube,56.0,You Can Do It - Feat. Mack 10 And Ms Toi,99.887,0.853,0.0498,1274496899362093,0.00093,0.0,0.887,4NTn0Yo8hTGW5tbBANBzfh,,0.947
Rage Against The Machine,77.0,Killing In The Name,88.785,0.833,0.0327,1274496899362093,0.0266,0.0,0.661,59WN2psjkt1tyaxjspN8fp,,0.466
Banda A Favorita,56.0,Só da Tu,145.003,0.804,0.0946,1274496899362093,0.0552,0.0,0.802,6OQoYdIL9qVexNni0SJqlm,,0.647
Depeche Mode,30.0,Little 15 - Single Version,109.094,0.336,0.097,1274496899362093,0.738,0.00015,0.111,7I6bODOm6Y4dp5oXAs39ZW,,0.536
